Sensor,Date_Time,Date,Time,Count
Melbourne Central,2019-01-05T13:00:00Z,2019-01-06,0,NA
Melbourne Central,2019-01-05T14:00:00Z,2019-01-06,1,NA
Melbourne Central,2019-01-05T15:00:00Z,2019-01-06,2,NA
Melbourne Central,2019-01-05T16:00:00Z,2019-01-06,3,NA
Melbourne Central,2019-01-05T17:00:00Z,2019-01-06,4,NA
Melbourne Central,2019-01-05T18:00:00Z,2019-01-06,5,NA
Melbourne Central,2019-01-05T19:00:00Z,2019-01-06,6,NA
Melbourne Central,2019-01-05T20:00:00Z,2019-01-06,7,NA
Melbourne Central,2019-01-05T21:00:00Z,2019-01-06,8,NA
Melbourne Central,2019-01-05T22:00:00Z,2019-01-06,9,NA
Melbourne Central,2019-01-05T23:00:00Z,2019-01-06,10,NA
Melbourne Central,2019-01-06T00:00:00Z,2019-01-06,11,NA
Melbourne Central,2019-01-06T01:00:00Z,2019-01-06,12,NA
Melbourne Central,2019-01-06T02:00:00Z,2019-01-06,13,NA
Melbourne Central,2019-01-06T03:00:00Z,2019-01-06,14,NA
Melbourne Central,2019-01-06T04:00:00Z,2019-01-06,15,NA
Melbourne Central,2019-01-06T05:00:00Z,2019-01-06,16,NA
Melbourne Central,2019-01-06T06:00:00Z,2019-01-06,17,NA
Melbourne Central,2019-01-06T07:00:00Z,2019-01-06,18,NA
Melbourne Central,2019-01-06T08:00:00Z,2019-01-06,19,NA
Melbourne Central,2019-01-06T09:00:00Z,2019-01-06,20,NA
Melbourne Central,2019-01-06T10:00:00Z,2019-01-06,21,NA
Melbourne Central,2019-01-06T11:00:00Z,2019-01-06,22,NA
Melbourne Central,2019-01-06T12:00:00Z,2019-01-06,23,NA
Melbourne Central,2019-01-06T13:00:00Z,2019-01-07,0,NA
Melbourne Central,2019-01-06T14:00:00Z,2019-01-07,1,NA
Melbourne Central,2019-01-06T15:00:00Z,2019-01-07,2,NA
Melbourne Central,2019-01-06T16:00:00Z,2019-01-07,3,NA
Melbourne Central,2019-01-06T17:00:00Z,2019-01-07,4,NA
Melbourne Central,2019-01-06T18:00:00Z,2019-01-07,5,NA
Melbourne Central,2019-01-06T19:00:00Z,2019-01-07,6,NA
Melbourne Central,2019-01-06T20:00:00Z,2019-01-07,7,NA
Melbourne Central,2019-01-06T21:00:00Z,2019-01-07,8,NA
Melbourne Central,2019-01-06T22:00:00Z,2019-01-07,9,NA
Melbourne Central,2019-01-06T23:00:00Z,2019-01-07,10,NA
Melbourne Central,2019-01-07T00:00:00Z,2019-01-07,11,NA
Melbourne Central,2019-01-07T01:00:00Z,2019-01-07,12,NA
Melbourne Central,2019-01-07T02:00:00Z,2019-01-07,13,NA
Melbourne Central,2019-01-07T03:00:00Z,2019-01-07,14,NA
Melbourne Central,2019-01-07T04:00:00Z,2019-01-07,15,NA
Melbourne Central,2019-01-07T05:00:00Z,2019-01-07,16,NA
Melbourne Central,2019-01-07T06:00:00Z,2019-01-07,17,NA
Melbourne Central,2019-01-07T07:00:00Z,2019-01-07,18,NA
Melbourne Central,2019-01-07T08:00:00Z,2019-01-07,19,NA
Melbourne Central,2019-01-07T09:00:00Z,2019-01-07,20,NA
Melbourne Central,2019-01-07T10:00:00Z,2019-01-07,21,NA
Melbourne Central,2019-01-07T11:00:00Z,2019-01-07,22,NA
Melbourne Central,2019-01-07T12:00:00Z,2019-01-07,23,NA
Melbourne Central,2019-01-07T13:00:00Z,2019-01-08,0,NA
Melbourne Central,2019-01-07T14:00:00Z,2019-01-08,1,NA
Melbourne Central,2019-01-07T15:00:00Z,2019-01-08,2,NA
Melbourne Central,2019-01-07T16:00:00Z,2019-01-08,3,NA
Melbourne Central,2019-01-07T17:00:00Z,2019-01-08,4,NA
Melbourne Central,2019-01-07T18:00:00Z,2019-01-08,5,NA
Melbourne Central,2019-01-07T19:00:00Z,2019-01-08,6,NA
Melbourne Central,2019-01-07T20:00:00Z,2019-01-08,7,NA
Melbourne Central,2019-01-07T21:00:00Z,2019-01-08,8,NA
Melbourne Central,2019-01-07T22:00:00Z,2019-01-08,9,NA
Melbourne Central,2019-01-07T23:00:00Z,2019-01-08,10,NA
Melbourne Central,2019-01-08T00:00:00Z,2019-01-08,11,NA
Melbourne Central,2019-01-08T01:00:00Z,2019-01-08,12,NA
Melbourne Central,2019-01-08T02:00:00Z,2019-01-08,13,NA
Melbourne Central,2019-01-08T03:00:00Z,2019-01-08,14,NA
Melbourne Central,2019-01-08T04:00:00Z,2019-01-08,15,NA
Melbourne Central,2019-01-08T05:00:00Z,2019-01-08,16,NA
Melbourne Central,2019-01-08T06:00:00Z,2019-01-08,17,NA
Melbourne Central,2019-01-08T07:00:00Z,2019-01-08,18,NA
Melbourne Central,2019-01-08T08:00:00Z,2019-01-08,19,NA
Melbourne Central,2019-01-08T09:00:00Z,2019-01-08,20,NA
Melbourne Central,2019-01-08T10:00:00Z,2019-01-08,21,NA
Melbourne Central,2019-01-08T11:00:00Z,2019-01-08,22,NA
Melbourne Central,2019-01-08T12:00:00Z,2019-01-08,23,NA
Melbourne Central,2019-01-08T13:00:00Z,2019-01-09,0,172
Melbourne Central,2019-01-08T14:00:00Z,2019-01-09,1,81
Melbourne Central,2019-01-08T15:00:00Z,2019-01-09,2,31
Melbourne Central,2019-01-08T16:00:00Z,2019-01-09,3,8
Melbourne Central,2019-01-08T17:00:00Z,2019-01-09,4,16
Melbourne Central,2019-01-08T18:00:00Z,2019-01-09,5,41
Melbourne Central,2019-01-08T19:00:00Z,2019-01-09,6,116
Melbourne Central,2019-01-08T20:00:00Z,2019-01-09,7,192
Melbourne Central,2019-01-08T21:00:00Z,2019-01-09,8,411
Melbourne Central,2019-01-08T22:00:00Z,2019-01-09,9,430
Melbourne Central,2019-01-08T23:00:00Z,2019-01-09,10,593
Melbourne Central,2019-01-09T00:00:00Z,2019-01-09,11,790
Melbourne Central,2019-01-09T01:00:00Z,2019-01-09,12,1453
Melbourne Central,2019-01-09T02:00:00Z,2019-01-09,13,1502
Melbourne Central,2019-01-09T03:00:00Z,2019-01-09,14,1395
Melbourne Central,2019-01-09T04:00:00Z,2019-01-09,15,1398
Melbourne Central,2019-01-09T05:00:00Z,2019-01-09,16,1435
Melbourne Central,2019-01-09T06:00:00Z,2019-01-09,17,1660
Melbourne Central,2019-01-09T07:00:00Z,2019-01-09,18,1454
Melbourne Central,2019-01-09T08:00:00Z,2019-01-09,19,1319
Melbourne Central,2019-01-09T09:00:00Z,2019-01-09,20,1130
Melbourne Central,2019-01-09T10:00:00Z,2019-01-09,21,945
Melbourne Central,2019-01-09T11:00:00Z,2019-01-09,22,601
Melbourne Central,2019-01-09T12:00:00Z,2019-01-09,23,371
Melbourne Central,2019-01-09T13:00:00Z,2019-01-10,0,156
Melbourne Central,2019-01-09T14:00:00Z,2019-01-10,1,101
Melbourne Central,2019-01-09T15:00:00Z,2019-01-10,2,48
Melbourne Central,2019-01-09T16:00:00Z,2019-01-10,3,28
Melbourne Central,2019-01-09T17:00:00Z,2019-01-10,4,25
Melbourne Central,2019-01-09T18:00:00Z,2019-01-10,5,49
Melbourne Central,2019-01-09T19:00:00Z,2019-01-10,6,110
Melbourne Central,2019-01-09T20:00:00Z,2019-01-10,7,170
Melbourne Central,2019-01-09T21:00:00Z,2019-01-10,8,377
Melbourne Central,2019-01-09T22:00:00Z,2019-01-10,9,414
Melbourne Central,2019-01-09T23:00:00Z,2019-01-10,10,523
Melbourne Central,2019-01-10T00:00:00Z,2019-01-10,11,766
Melbourne Central,2019-01-10T01:00:00Z,2019-01-10,12,1347
Melbourne Central,2019-01-10T02:00:00Z,2019-01-10,13,1530
Melbourne Central,2019-01-10T03:00:00Z,2019-01-10,14,1381
Melbourne Central,2019-01-10T04:00:00Z,2019-01-10,15,1311
Melbourne Central,2019-01-10T05:00:00Z,2019-01-10,16,1343
Melbourne Central,2019-01-10T06:00:00Z,2019-01-10,17,1583
Melbourne Central,2019-01-10T07:00:00Z,2019-01-10,18,1375
Melbourne Central,2019-01-10T08:00:00Z,2019-01-10,19,1235
Melbourne Central,2019-01-10T09:00:00Z,2019-01-10,20,1018
Melbourne Central,2019-01-10T10:00:00Z,2019-01-10,21,1093
Melbourne Central,2019-01-10T11:00:00Z,2019-01-10,22,594
Melbourne Central,2019-01-10T12:00:00Z,2019-01-10,23,308
Melbourne Central,2019-01-10T13:00:00Z,2019-01-11,0,195
Melbourne Central,2019-01-10T14:00:00Z,2019-01-11,1,107
Melbourne Central,2019-01-10T15:00:00Z,2019-01-11,2,47
Melbourne Central,2019-01-10T16:00:00Z,2019-01-11,3,34
Melbourne Central,2019-01-10T17:00:00Z,2019-01-11,4,25
Melbourne Central,2019-01-10T18:00:00Z,2019-01-11,5,54
Melbourne Central,2019-01-10T19:00:00Z,2019-01-11,6,108
Melbourne Central,2019-01-10T20:00:00Z,2019-01-11,7,181
Melbourne Central,2019-01-10T21:00:00Z,2019-01-11,8,377
Melbourne Central,2019-01-10T22:00:00Z,2019-01-11,9,402
Melbourne Central,2019-01-10T23:00:00Z,2019-01-11,10,573
Melbourne Central,2019-01-11T00:00:00Z,2019-01-11,11,696
Melbourne Central,2019-01-11T01:00:00Z,2019-01-11,12,1223
Melbourne Central,2019-01-11T02:00:00Z,2019-01-11,13,1289
Melbourne Central,2019-01-11T03:00:00Z,2019-01-11,14,1181
Melbourne Central,2019-01-11T04:00:00Z,2019-01-11,15,1141
Melbourne Central,2019-01-11T05:00:00Z,2019-01-11,16,1194
Melbourne Central,2019-01-11T06:00:00Z,2019-01-11,17,1641
Melbourne Central,2019-01-11T07:00:00Z,2019-01-11,18,1593
Melbourne Central,2019-01-11T08:00:00Z,2019-01-11,19,1371
Melbourne Central,2019-01-11T09:00:00Z,2019-01-11,20,1333
Melbourne Central,2019-01-11T10:00:00Z,2019-01-11,21,1387
Melbourne Central,2019-01-11T11:00:00Z,2019-01-11,22,1139
Melbourne Central,2019-01-11T12:00:00Z,2019-01-11,23,844
Melbourne Central,2019-01-11T13:00:00Z,2019-01-12,0,575
Melbourne Central,2019-01-11T14:00:00Z,2019-01-12,1,329
Melbourne Central,2019-01-11T15:00:00Z,2019-01-12,2,185
Melbourne Central,2019-01-11T16:00:00Z,2019-01-12,3,144
Melbourne Central,2019-01-11T17:00:00Z,2019-01-12,4,70
Melbourne Central,2019-01-11T18:00:00Z,2019-01-12,5,55
Melbourne Central,2019-01-11T19:00:00Z,2019-01-12,6,72
Melbourne Central,2019-01-11T20:00:00Z,2019-01-12,7,124
Melbourne Central,2019-01-11T21:00:00Z,2019-01-12,8,196
Melbourne Central,2019-01-11T22:00:00Z,2019-01-12,9,256
Melbourne Central,2019-01-11T23:00:00Z,2019-01-12,10,464
Melbourne Central,2019-01-12T00:00:00Z,2019-01-12,11,682
Melbourne Central,2019-01-12T01:00:00Z,2019-01-12,12,998
Melbourne Central,2019-01-12T02:00:00Z,2019-01-12,13,1320
Melbourne Central,2019-01-12T03:00:00Z,2019-01-12,14,1517
Melbourne Central,2019-01-12T04:00:00Z,2019-01-12,15,1551
Melbourne Central,2019-01-12T05:00:00Z,2019-01-12,16,1300
Melbourne Central,2019-01-12T06:00:00Z,2019-01-12,17,1428
Melbourne Central,2019-01-12T07:00:00Z,2019-01-12,18,1360
Melbourne Central,2019-01-12T08:00:00Z,2019-01-12,19,1436
Melbourne Central,2019-01-12T09:00:00Z,2019-01-12,20,1370
Melbourne Central,2019-01-12T10:00:00Z,2019-01-12,21,1172
Melbourne Central,2019-01-12T11:00:00Z,2019-01-12,22,942
Melbourne Central,2019-01-12T12:00:00Z,2019-01-12,23,706
Melbourne Central,2019-01-12T13:00:00Z,2019-01-13,0,471
Melbourne Central,2019-01-12T14:00:00Z,2019-01-13,1,334
Melbourne Central,2019-01-12T15:00:00Z,2019-01-13,2,197
Melbourne Central,2019-01-12T16:00:00Z,2019-01-13,3,201
Melbourne Central,2019-01-12T17:00:00Z,2019-01-13,4,58
Melbourne Central,2019-01-12T18:00:00Z,2019-01-13,5,58
Melbourne Central,2019-01-12T19:00:00Z,2019-01-13,6,55
Melbourne Central,2019-01-12T20:00:00Z,2019-01-13,7,83
Melbourne Central,2019-01-12T21:00:00Z,2019-01-13,8,157
Melbourne Central,2019-01-12T22:00:00Z,2019-01-13,9,278
Melbourne Central,2019-01-12T23:00:00Z,2019-01-13,10,457
Melbourne Central,2019-01-13T00:00:00Z,2019-01-13,11,700
Melbourne Central,2019-01-13T01:00:00Z,2019-01-13,12,969
Melbourne Central,2019-01-13T02:00:00Z,2019-01-13,13,1155
Melbourne Central,2019-01-13T03:00:00Z,2019-01-13,14,1196
Melbourne Central,2019-01-13T04:00:00Z,2019-01-13,15,1275
Melbourne Central,2019-01-13T05:00:00Z,2019-01-13,16,1141
Melbourne Central,2019-01-13T06:00:00Z,2019-01-13,17,1261
Melbourne Central,2019-01-13T07:00:00Z,2019-01-13,18,1143
Melbourne Central,2019-01-13T08:00:00Z,2019-01-13,19,1208
Melbourne Central,2019-01-13T09:00:00Z,2019-01-13,20,1062
Melbourne Central,2019-01-13T10:00:00Z,2019-01-13,21,911
Melbourne Central,2019-01-13T11:00:00Z,2019-01-13,22,602
Melbourne Central,2019-01-13T12:00:00Z,2019-01-13,23,342
Melbourne Central,2019-01-13T13:00:00Z,2019-01-14,0,151
Melbourne Central,2019-01-13T14:00:00Z,2019-01-14,1,58
Melbourne Central,2019-01-13T15:00:00Z,2019-01-14,2,47
Melbourne Central,2019-01-13T16:00:00Z,2019-01-14,3,32
Melbourne Central,2019-01-13T17:00:00Z,2019-01-14,4,24
Melbourne Central,2019-01-13T18:00:00Z,2019-01-14,5,42
Melbourne Central,2019-01-13T19:00:00Z,2019-01-14,6,113
Melbourne Central,2019-01-13T20:00:00Z,2019-01-14,7,246
Melbourne Central,2019-01-13T21:00:00Z,2019-01-14,8,466
Melbourne Central,2019-01-13T22:00:00Z,2019-01-14,9,474
Melbourne Central,2019-01-13T23:00:00Z,2019-01-14,10,550
Melbourne Central,2019-01-14T00:00:00Z,2019-01-14,11,678
Melbourne Central,2019-01-14T01:00:00Z,2019-01-14,12,1124
Melbourne Central,2019-01-14T02:00:00Z,2019-01-14,13,1153
Melbourne Central,2019-01-14T03:00:00Z,2019-01-14,14,1027
Melbourne Central,2019-01-14T04:00:00Z,2019-01-14,15,1065
Melbourne Central,2019-01-14T05:00:00Z,2019-01-14,16,1070
Melbourne Central,2019-01-14T06:00:00Z,2019-01-14,17,1359
Melbourne Central,2019-01-14T07:00:00Z,2019-01-14,18,1328
Melbourne Central,2019-01-14T08:00:00Z,2019-01-14,19,1215
Melbourne Central,2019-01-14T09:00:00Z,2019-01-14,20,1048
Melbourne Central,2019-01-14T10:00:00Z,2019-01-14,21,778
Melbourne Central,2019-01-14T11:00:00Z,2019-01-14,22,555
Melbourne Central,2019-01-14T12:00:00Z,2019-01-14,23,394
Melbourne Central,2019-01-14T13:00:00Z,2019-01-15,0,200
Melbourne Central,2019-01-14T14:00:00Z,2019-01-15,1,79
Melbourne Central,2019-01-14T15:00:00Z,2019-01-15,2,44
Melbourne Central,2019-01-14T16:00:00Z,2019-01-15,3,24
Melbourne Central,2019-01-14T17:00:00Z,2019-01-15,4,13
Melbourne Central,2019-01-14T18:00:00Z,2019-01-15,5,50
Melbourne Central,2019-01-14T19:00:00Z,2019-01-15,6,145
Melbourne Central,2019-01-14T20:00:00Z,2019-01-15,7,199
Melbourne Central,2019-01-14T21:00:00Z,2019-01-15,8,461
Melbourne Central,2019-01-14T22:00:00Z,2019-01-15,9,392
Melbourne Central,2019-01-14T23:00:00Z,2019-01-15,10,523
Melbourne Central,2019-01-15T00:00:00Z,2019-01-15,11,680
Melbourne Central,2019-01-15T01:00:00Z,2019-01-15,12,1158
Melbourne Central,2019-01-15T02:00:00Z,2019-01-15,13,1152
Melbourne Central,2019-01-15T03:00:00Z,2019-01-15,14,1105
Melbourne Central,2019-01-15T04:00:00Z,2019-01-15,15,1092
Melbourne Central,2019-01-15T05:00:00Z,2019-01-15,16,1087
Melbourne Central,2019-01-15T06:00:00Z,2019-01-15,17,1426
Melbourne Central,2019-01-15T07:00:00Z,2019-01-15,18,1349
Melbourne Central,2019-01-15T08:00:00Z,2019-01-15,19,1190
Melbourne Central,2019-01-15T09:00:00Z,2019-01-15,20,1053
Melbourne Central,2019-01-15T10:00:00Z,2019-01-15,21,883
Melbourne Central,2019-01-15T11:00:00Z,2019-01-15,22,610
Melbourne Central,2019-01-15T12:00:00Z,2019-01-15,23,343
Melbourne Central,2019-01-15T13:00:00Z,2019-01-16,0,192
Melbourne Central,2019-01-15T14:00:00Z,2019-01-16,1,93
Melbourne Central,2019-01-15T15:00:00Z,2019-01-16,2,51
Melbourne Central,2019-01-15T16:00:00Z,2019-01-16,3,23
Melbourne Central,2019-01-15T17:00:00Z,2019-01-16,4,31
Melbourne Central,2019-01-15T18:00:00Z,2019-01-16,5,46
Melbourne Central,2019-01-15T19:00:00Z,2019-01-16,6,113
Melbourne Central,2019-01-15T20:00:00Z,2019-01-16,7,201
Melbourne Central,2019-01-15T21:00:00Z,2019-01-16,8,417
Melbourne Central,2019-01-15T22:00:00Z,2019-01-16,9,444
Melbourne Central,2019-01-15T23:00:00Z,2019-01-16,10,614
Melbourne Central,2019-01-16T00:00:00Z,2019-01-16,11,764
Melbourne Central,2019-01-16T01:00:00Z,2019-01-16,12,1327
Melbourne Central,2019-01-16T02:00:00Z,2019-01-16,13,1455
Melbourne Central,2019-01-16T03:00:00Z,2019-01-16,14,1234
Melbourne Central,2019-01-16T04:00:00Z,2019-01-16,15,1197
Melbourne Central,2019-01-16T05:00:00Z,2019-01-16,16,1332
Melbourne Central,2019-01-16T06:00:00Z,2019-01-16,17,1547
Melbourne Central,2019-01-16T07:00:00Z,2019-01-16,18,1473
Melbourne Central,2019-01-16T08:00:00Z,2019-01-16,19,1288
Melbourne Central,2019-01-16T09:00:00Z,2019-01-16,20,1096
Melbourne Central,2019-01-16T10:00:00Z,2019-01-16,21,867
Melbourne Central,2019-01-16T11:00:00Z,2019-01-16,22,657
Melbourne Central,2019-01-16T12:00:00Z,2019-01-16,23,382
Melbourne Central,2019-01-16T13:00:00Z,2019-01-17,0,233
Melbourne Central,2019-01-16T14:00:00Z,2019-01-17,1,97
Melbourne Central,2019-01-16T15:00:00Z,2019-01-17,2,59
Melbourne Central,2019-01-16T16:00:00Z,2019-01-17,3,28
Melbourne Central,2019-01-16T17:00:00Z,2019-01-17,4,20
Melbourne Central,2019-01-16T18:00:00Z,2019-01-17,5,49
Melbourne Central,2019-01-16T19:00:00Z,2019-01-17,6,147
Melbourne Central,2019-01-16T20:00:00Z,2019-01-17,7,234
Melbourne Central,2019-01-16T21:00:00Z,2019-01-17,8,495
Melbourne Central,2019-01-16T22:00:00Z,2019-01-17,9,528
Melbourne Central,2019-01-16T23:00:00Z,2019-01-17,10,582
Melbourne Central,2019-01-17T00:00:00Z,2019-01-17,11,820
Melbourne Central,2019-01-17T01:00:00Z,2019-01-17,12,1399
Melbourne Central,2019-01-17T02:00:00Z,2019-01-17,13,1425
Melbourne Central,2019-01-17T03:00:00Z,2019-01-17,14,1186
Melbourne Central,2019-01-17T04:00:00Z,2019-01-17,15,1050
Melbourne Central,2019-01-17T05:00:00Z,2019-01-17,16,1219
Melbourne Central,2019-01-17T06:00:00Z,2019-01-17,17,1440
